Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Lucian,Akali,Xin Zhao,Sett,Ezreal,Lee Sin,Renekton,Nocturne,Diana,Rumble,Sylas,Nautilus,Senna,Varus,Leona,Kai'Sa,Dr. Mundo,Jinx,Thresh,Kalista
Samira,Sett,Gragas,Renekton,Pantheon,Kai'Sa,Taliyah,Nidalee,Aphelios,Camille,Jhin,Gnar,Galio,Thresh,Twisted Fate,Yone,Zoe,Orianna,Nautilus,Rell
Thresh,Rell,Irelia,Udyr,Lucian,Seraphine,Lillia,Renekton,Nidalee,Gnar,Tristana,Syndra,Azir,Kalista,Alistar,Ezreal,Kai'Sa,Orianna,Rakan,Nautilus
Nidalee,Rell,Graves,Udyr,Aphelios,Olaf,Kai'Sa,Samira,Lillia,Taliyah,Renekton,Alistar,Yone,Gnar,Irelia,Azir,Sion,Gragas,Galio,Sett
Aatrox,Lucian,Kai'Sa,Akali,Aphelios,Taliyah,Samira,Rell,Olaf,Graves,Zoe,Jhin,Camille,Orianna,Jayce,Syndra,Gnar,Alistar,Ornn,Sylas
Azir,Seraphine,Thresh,Udyr,Senna,Rell,Hecarim,Nidalee,Renekton,Gnar,Kai'Sa,Xayah,Viktor,Rakan,Galio,Sion,Leona,Syndra,Alistar,Zoe
Zoe,Gnar,Olaf,Renekton,Azir,Thresh,Kai'Sa,Udyr,Gragas,Lillia,Lucian,Orianna,Aatrox,Tristana,Camille,Samira,Vayne,Rakan,Ornn,Alistar
Akali,Nocturne,Diana,Xin Zhao,Viego,Dr. Mundo,Thresh,Lee Sin,LeBlanc,Aphelios,Olaf,Nautilus,Lissandra,Ziggs,Twisted Fate,Varus,Draven,Galio,Camille,Gwen
Azir,Udyr,Camille,Senna,Graves,Orianna,Olaf,Kai'Sa,Rell,Renekton,Twisted Fate,Lillia,Alistar,Gnar,Thresh,Gangplank,Quinn,Ezreal,Nautilus,Ryze
Twisted Fate,Seraphine,Azir,Kai'Sa,Rell,Zoe,Udyr,Tristana,Gragas,Xayah,Gnar,Hecarim,Rakan,Gangplank,Nautilus,Renekton,Viktor,Orianna,Leona,Lulu
Viego,Gnar,Nocturne,Lucian,Seraphine,LeBlanc,Xin Zhao,Aphelios,Thresh,Varus,Ryze,Lee Sin,Renekton,Akali,Sett,Gwen,Dr. Mundo,Leona,Ornn,Cassiopeia
Twisted Fate,Lillia,Rell,Udyr,Renekton,Zoe,Kai'Sa,Olaf,Gragas,Nidalee,Lucian,Syndra,Sett,Xayah,Gnar,Samira,Sivir,Alistar,Sion,Aatrox
Sylas,Akali,Diana,Viego,Sett,Lee Sin,Nocturne,Xin Zhao,LeBlanc,Gwen,Varus,Renekton,Jayce,Lulu,Nautilus,Thresh,Ezreal,Volibear,Rakan,Leona
Graves,Renekton,Aphelios,Pantheon,Olaf,Azir,Kai'Sa,Lillia,Samira,Hecarim,Viktor,Orianna,Gragas,Rell,Gnar,Camille,Sett,Alistar,Aatrox,Jayce
LeBlanc,Xin Zhao,Lee Sin,Viego,Thresh,Irelia,Lucian,Volibear,Ryze,Evelynn,Renekton,Dr. Mundo,Leona,Alistar,Kog'Maw,Varus,Aphelios,Jinx,Rakan,Nautilus
Akali,Viego,Volibear,LeBlanc,Ezreal,Xin Zhao,Renekton,Nocturne,Varus,Rumble,Lee Sin,Diana,Thresh,Sylas,Ziggs,Lucian,Sett,Kalista,Nautilus,Leona
Viego,Nocturne,Xin Zhao,Akali,Lucian,Varus,Renekton,Ezreal,Volibear,Rumble,Sett,LeBlanc,Kalista,Gnar,Thresh,Karma,Jayce,Kai'Sa,Rakan,Leona
Kalista,Rumble,Volibear,Lucian,Akali,Renekton,Udyr,Nocturne,Ezreal,Tahm Kench,Lee Sin,Diana,Varus,Sett,Senna,Braum,Karma,Jinx,Sylas,Viego
Xin Zhao,Viego,Ziggs,Lee Sin,Olaf,Sylas,Gwen,Diana,Renekton,Lucian,Braum,Viktor,Draven,Rakan,Kalista,Thresh,Lulu,Aphelios,Zac,Twitch
Rumble,Renekton,Nocturne,Viego,Karma,Sett,Lulu,Lee Sin,Akali,Xin Zhao,Kog'Maw,Varus,Sylas,Leona,Galio,Nautilus,Rakan,Wukong,Twisted Fate,Udyr
Galio,Twisted Fate,Kai'Sa,Nocturne,Thresh,Tristana,Hecarim,Lillia,Renekton,Zoe,Gragas,Yone,Jinx,Rakan,Varus,Alistar,Ezreal,Aphelios,Sett,Leona
Tristana,Hecarim,Renekton,Thresh,Nocturne,Lillia,Udyr,Orianna,Olaf,Aphelios,Alistar,Tahm Kench,Gnar,Senna,Azir,Jayce,Jinx,Aatrox,Viktor,Camille
Zoe,Aphelios,Akali,Twisted Fate,Olaf,Pantheon,Taliyah,Renekton,Samira,Kai'Sa,Alistar,Nidalee,Gnar,Irelia,Aatrox,Yone,Leona,Orianna,Quinn,Galio
Volibear,Varus,Akali,Xin Zhao,Nocturne,Lee Sin,Viego,Gwen,Aphelios,Ziggs,Jayce,Dr. Mundo,Diana,Thresh,Galio,Qiyana,Leona,Alistar,Sylas,Lucian
Renekton,Udyr,Seraphine,Olaf,Gragas,Senna,Kai'Sa,Twisted Fate,Thresh,Graves,Alistar,Aphelios,Galio,Taliyah,Zoe,Nidalee,Kindred,Gangplank,Azir,Rumble
Ziggs,Renekton,Jayce,Thresh,Ryze,Gnar,Lucian,Leona,Viego,Kalista,Gragas,Aphelios,Rumble,Syndra,Zac,LeBlanc,Irelia,Lee Sin,Kennen,Azir
Samira,Twisted Fate,Thresh,Kai'Sa,Alistar,Zoe,Udyr,Orianna,Senna,Varus,Azir,Olaf,Aatrox,Camille,Seraphine,Leona,Gragas,Renekton,Rell,Gnar
Senna,Lucian,Akali,Udyr,Karma,Renekton,Rumble,Lee Sin,Varus,Sett,Ezreal,Thresh,Nocturne,Orianna,Sylas,Twisted Fate,Viktor,Viego,Leona,Gwen
Rell,Udyr,Kayn,Seraphine,Syndra,Alistar,Kai'Sa,Kalista,Gragas,Lillia,Nautilus,Graves,Yone,Azir,Twisted Fate,Viktor,Orianna,Renekton,Lucian,Sion
Akali,Nocturne,Camille,Renekton,Diana,Thresh,Xin Zhao,Viego,Varus,Karma,Sett,LeBlanc,Ziggs,Wukong,Ezreal,Jayce,Leona,Sivir,Alistar,Olaf
Thresh,Kalista,Taliyah,Lillia,Pantheon,Olaf,Kai'Sa,Gragas,Graves,Twisted Fate,Nidalee,Sylas,Gnar,Miss Fortune,Camille,Xayah,Leona,Rell,Aatrox,Ezreal
Zoe,Udyr,Graves,Caitlyn,Thresh,Skarner,Rell,Alistar,Kai'Sa,Olaf,Xayah,Lillia,Twisted Fate,Jayce,Gnar,Aatrox,Sion,Gragas,Syndra,Yone
Olaf,Udyr,Skarner,Zoe,Thresh,Taliyah,Rell,Kai'Sa,Alistar,Xayah,Orianna,Azir,Gangplank,Camille,Hecarim,Nidalee,Lillia,Renekton,Graves,Gnar
Kalista,Lucian,Gnar,Renekton,Jayce,Trundle,Lee Sin,Xin Zhao,Varus,Ezreal,LeBlanc,Lissandra,Karma,Irelia,Kennen,Camille,Leona,Braum,Gangplank,Ryze
Lucian,Senna,Renekton,Udyr,Varus,Thresh,Gwen,Kai'Sa,Lee Sin,Viego,Ezreal,Leona,Karma,Akali,Braum,Rumble,Gangplank,Sett,Sylas,Karthus
Kalista,Gnar,Thresh,Seraphine,Renekton,Hecarim,Udyr,Tristana,Olaf,Kai'Sa,Gragas,Orianna,Syndra,Rell,Aatrox,Ornn,Alistar,Viktor,Sion,Cho'Gath
Pantheon,Udyr,Camille,Seraphine,Olaf,Thresh,Lillia,Gragas,Graves,Senna,Tahm Kench,Ezreal,Gnar,Karma,Tristana,Gangplank,Bard,Yone,Shen,Azir
Thresh,Akali,Ziggs,Viego,Xin Zhao,Gwen,Lee Sin,Renekton,Leona,LeBlanc,Ornn,Vladimir,Rakan,Aphelios,Alistar,Diana,Trundle,Kalista,Taric,Ezreal
Lucian,Xin Zhao,Ziggs,Renekton,Rumble,Thresh,Lee Sin,Jayce,Diana,Kalista,Gragas,Aphelios,LeBlanc,Sett,Wukong,Braum,Leona,Ornn,Gwen,Ryze
Thresh,Renekton,Twisted Fate,Kalista,Lillia,Rell,Udyr,Seraphine,Senna,Camille,Azir,Hecarim,Kai'Sa,Tahm Kench,Xayah,Kennen,Gragas,Ezreal,Karma,Nautilus
Renekton,Zoe,Lillia,Thresh,Kai'Sa,Gragas,Tristana,Hecarim,Alistar,Udyr,Orianna,Azir,Rell,Gnar,Leona,Xayah,Jinx,Nautilus,Jayce,Lucian
Zoe,Gnar,Olaf,Renekton,Azir,Lucian,Kai'Sa,Udyr,Orianna,Lillia,Gragas,Tristana,Sett,Rell,Camille,Aatrox,Nautilus,Alistar,Irelia,Jayce
Seraphine,Renekton,Olaf,Camille,Lulu,Azir,Pantheon,Udyr,Kai'Sa,Gangplank,Syndra,Orianna,Xayah,Rell,Senna,Alistar,Aatrox,Thresh,Aphelios,Nautilus
Thresh,Udyr,Samira,Twisted Fate,Renekton,Camille,Seraphine,Kai'Sa,Olaf,Lillia,Rell,Alistar,Lucian,Orianna,Miss Fortune,Volibear,Ryze,Xayah,Aatrox,Wukong
Kalista,Ziggs,Irelia,Renekton,Lissandra,Varus,Lee Sin,Aphelios,Tahm Kench,Trundle,Syndra,Azir,LeBlanc,Volibear,Ashe,Xin Zhao,Viego,Ryze,Jayce,Wukong
Renekton,Taliyah,Kalista,Pantheon,Camille,Graves,Kai'Sa,Xayah,Olaf,Udyr,Seraphine,Rakan,Gnar,Azir,Yone,Syndra,Orianna,Viktor,Ornn,Gragas
Thresh,Lulu,Varus,Ezreal,Renekton,Gwen,Rumble,Lee Sin,Kai'Sa,Senna,Tahm Kench,Akali,Sett,Volibear,Lucian,Xin Zhao,Nautilus,Viego,Nocturne,Trundle
Gnar,Seraphine,Renekton,Thresh,Udyr,Hecarim,Rell,Alistar,Lillia,Tristana,Nidalee,Ezreal,Sett,Lucian,Jayce,Zoe,Aatrox,Sion,Azir,Yone
Xin Zhao,Lee Sin,Renekton,Akali,Nocturne,Lucian,Viego,Thresh,Diana,Kalista,Nautilus,Aphelios,LeBlanc,Sett,Gwen,Camille,Kled,Sylas,Trundle,Aatrox
Samira,Taliyah,Gnar,Olaf,Azir,Lillia,Kai'Sa,Seraphine,Udyr,Graves,Orianna,Xayah,Gragas,Viktor,Alistar,Thresh,Rell,Ornn,Rakan,Aatrox
Karma,Lucian,Tahm Kench,Renekton,Lee Sin,Kalista,Akali,Ezreal,Twisted Fate,Varus,Nocturne,Jayce,Wukong,Rumble,Thresh,Volibear,Leona,Udyr,Braum,Nidalee
Ziggs,Renekton,Xin Zhao,LeBlanc,Camille,Ryze,Lee Sin,Viego,Varus,Aphelios,Thresh,Gwen,Kennen,Nautilus,Jax,Braum,Leona,Tahm Kench,Orianna,Viktor
Gragas,Taliyah,Alistar,Gnar,Thresh,Olaf,Rell,Udyr,Rakan,Kai'Sa,Nidalee,Samira,Quinn,Ornn,Volibear,Renekton,Wukong,Camille,Azir,Viktor
Kalista,Gnar,Xin Zhao,Lucian,Aphelios,Renekton,Viego,Lee Sin,Ryze,Varus,Leona,Braum,LeBlanc,Jinx,Diana,Ezreal,Ashe,Rumble,Irelia,Gwen
Renekton,Udyr,Senna,Olaf,Hecarim,Rell,Nidalee,Lillia,Kai'Sa,Camille,Galio,Gnar,Thresh,Lucian,Kalista,Ryze,Alistar,Samira,Leona,Yone
Lulu,Varus,Udyr,Renekton,Nocturne,Karma,Lee Sin,Ezreal,Viego,Kai'Sa,Diana,Sett,Rakan,Nidalee,Nautilus,Leona,Braum,Galio,Jayce,Gragas
Camille,Viego,Ziggs,Nocturne,Jayce,Akali,Lee Sin,Renekton,Xin Zhao,Sett,Sylas,Ryze,Kalista,Varus,Draven,,Aphelios,Ezreal,Leona,Braum
Lucian,Zoe,Twisted Fate,Kai'Sa,Tristana,Renekton,Hecarim,Udyr,Azir,Jinx,Thresh,Kalista,Viktor,Rell,Orianna,Alistar,Jarvan IV,Ryze,Gnar,Camille
Renekton,Senna,Sett,Nocturne,Sivir,Varus,Lee Sin,Thresh,Udyr,Ezreal,Karma,Aphelios,Lillia,Irelia,Lucian,Jayce,Gnar,Kennen,Rumble,Ryze
Senna,Thresh,Graves,Udyr,Tristana,Kindred,Seraphine,Kai'Sa,Hecarim,Olaf,Xayah,Gragas,Gnar,Azir,Alistar,Zoe,Zilean,Renekton,Rakan,Leona
Kalista,Lucian,Volibear,Rumble,Akali,Renekton,Udyr,Ezreal,Nocturne,Lee Sin,Kai'Sa,Diana,Sylas,Braum,Gwen,Azir,Leona,Galio,Sett,Orianna
Varus,Nocturne,Sett,Udyr,Karma,Lucian,Renekton,Lee Sin,Gnar,Rumble,Jayce,Kalista,Ezreal,Nautilus,Alistar,Azir,Akali,Jhin,Tahm Kench,Rakan
Renekton,Lucian,Diana,Nocturne,Akali,Rumble,Udyr,Lee Sin,Gwen,Kalista,Sett,Galio,Gnar,Viego,Thresh,Tahm Kench,Kai'Sa,Orianna,Gragas,Nautilus
Thresh,Senna,Tristana,Nidalee,Rell,Lillia,Seraphine,Kai'Sa,Hecarim,Graves,Xayah,Azir,Syndra,Alistar,Zoe,Gnar,Rakan,Gragas,Sion,Renekton
Kalista,Xin Zhao,Twisted Fate,Braum,Lucian,Varus,Viego,Draven,Leona,Ziggs,Nautilus,LeBlanc,Ryze,Lee Sin,Camille,Olaf,Zac,Jayce,Sylas,Wukong
Renekton,Zoe,Kai'Sa,Twisted Fate,Olaf,Pantheon,Nidalee,Lillia,Samira,Rell,Xayah,Alistar,Camille,Viktor,Azir,Orianna,Gnar,Syndra,Jayce,Rumble
Twisted Fate,Renekton,Pantheon,Camille,Taliyah,Jarvan IV,Kai'Sa,Kalista,Olaf,Graves,Syndra,Galio,Nautilus,Gnar,Alistar,Rell,Sett,Leona,Akali,Kennen
Caitlyn,Kalista,Senna,Hecarim,Twisted Fate,Gangplank,Lillia,Rell,Kai'Sa,Alistar,Xayah,Syndra,Orianna,Graves,Viktor,Gnar,Sion,Aatrox,Zoe,Nidalee
Twisted Fate,Nidalee,Pantheon,Renekton,Galio,Seraphine,Udyr,Aphelios,Thresh,Kai'Sa,Alistar,Olaf,Zilean,Gnar,Azir,Syndra,Zoe,Orianna,Camille,Gragas
Nidalee,Hecarim,Lillia,Udyr,Tristana,Kai'Sa,Thresh,Renekton,Jinx,Aphelios,Olaf,Karthus,Gnar,Nautilus,Jayce,Lucian,Gragas,Ornn,Orianna,Azir
Twisted Fate,Samira,Ryze,Aphelios,Renekton,Nidalee,Kai'Sa,Tristana,Galio,Udyr,Zoe,Olaf,Sett,Camille,Leona,Gnar,Aatrox,Jayce,Alistar,Nautilus
Kalista,Diana,Ryze,Xin Zhao,Viego,Ziggs,Gwen,Lucian,Rumble,Irelia,Lee Sin,Renekton,Kog'Maw,Varus,Thresh,Aphelios,Ezreal,Kai'Sa,Leona,Braum
Nidalee,Thresh,Taliyah,Rell,Pantheon,Gragas,Kai'Sa,Aphelios,Olaf,Graves,Alistar,Syndra,Orianna,Maokai,Gnar,Gangplank,Galio,Ornn,Zoe,Kayle
Nocturne,Varus,Rumble,Sett,Lucian,Viego,Renekton,Ezreal,Lee Sin,Nidalee,Kai'Sa,Gwen,Jayce,LeBlanc,Nautilus,Udyr,Leona,Rakan,Volibear,Sylas
Twisted Fate,Hecarim,Caitlyn,Tristana,Senna,Thresh,Lillia,Kai'Sa,Rell,Alistar,Xayah,Syndra,Orianna,Nidalee,Viktor,Graves,Gnar,Sion,Sylas,Udyr
Lucian,Xin Zhao,Akali,Twisted Fate,Thresh,Nocturne,Viego,Gwen,Lee Sin,Aphelios,LeBlanc,Syndra,Braum,Varus,Camille,Kalista,Tristana,Leona,Gangplank,Nautilus
Seraphine,Taliyah,Graves,Pantheon,Gnar,Aphelios,Olaf,Kai'Sa,Lillia,Xayah,Rell,Alistar,Yone,Sylas,Azir,Quinn,Orianna,Renekton,Viktor,Ornn
Lucian,Lulu,Karma,Gwen,Senna,Akali,Rumble,Viego,Renekton,Gnar,Ezreal,Tristana,Braum,Nidalee,Sett,Volibear,Leona,Kalista,Thresh,Diana
Gnar,Aphelios,Kalista,Diana,Irelia,Ryze,Viego,Renekton,Varus,Trundle,Ziggs,Lucian,Azir,Leona,LeBlanc,Rumble,Gwen,Lee Sin,Viktor,Braum
Gwen,Renekton,Ezreal,Senna,Lee Sin,Lucian,Karma,Sett,Rumble,Xin Zhao,Kai'Sa,Kalista,Lulu,Twisted Fate,Zoe,Gragas,Leona,Akali,Rell,Jayce
Seraphine,Camille,Lillia,Thresh,Renekton,Hecarim,Gnar,Udyr,Jayce,Olaf,Ezreal,Jinx,Zoe,Orianna,Leona,Rell,Viktor,Gragas,Syndra,Lulu
Syndra,Yone,Olaf,Akali,Leona,Pantheon,Zoe,Kai'Sa,Graves,Nidalee,Jhin,Ornn,Volibear,LeBlanc,Renekton,Twisted Fate,Alistar,Galio,Aatrox,Viktor
Irelia,Xin Zhao,Ziggs,Lucian,Diana,Renekton,Viego,Gwen,Thresh,Aphelios,LeBlanc,Kayn,Nautilus,Kalista,Jayce,Tristana,Draven,Lee Sin,Tahm Kench,Ryze
Akali,Olaf,Yone,Graves,Lucian,Galio,Samira,Zoe,Pantheon,Alistar,Syndra,Kai'Sa,Aatrox,Ornn,Camille,Malphite,Maokai,Renekton,Sejuani,Volibear
Gwen,Viego,Dr. Mundo,Xin Zhao,Tristana,Kalista,Thresh,Aphelios,Tahm Kench,Jinx,Twisted Fate,Syndra,Camille,Lee Sin,Olaf,Jayce,Nocturne,Rengar,Sett,Gragas
Thresh,Viego,Lee Sin,Nocturne,Renekton,Karma,Sett,Udyr,Varus,Rumble,Camille,Tahm Kench,Rakan,Ryze,Kai'Sa,Akali,Volibear,Ezreal,Braum,Viktor
Draven,Thresh,Kalista,Lucian,Varus,Gwen,Viego,Xin Zhao,Ziggs,Tristana,Dr. Mundo,Camille,Taric,Ryze,Braum,Orianna,Leona,Alistar,Sylas,Irelia
Senna,Kai'Sa,Thresh,Udyr,Ryze,Twisted Fate,Lillia,Rell,Jhin,Gragas,Renekton,Nidalee,Kalista,Gnar,Lucian,Volibear,Quinn,Azir,Vayne,Ekko
Udyr,Kai'Sa,Azir,Nidalee,Alistar,Lillia,Rell,Tristana,Karthus,Hecarim,Lucian,Gragas,Gnar,Renekton,Seraphine,Camille,Orianna,Sion,Rumble,Aatrox
Twisted Fate,Syndra,Aphelios,Gnar,Azir,Samira,Seraphine,Rell,Kai'Sa,Udyr,Xayah,Olaf,Rakan,Kennen,Volibear,Sylas,Renekton,Thresh,Jayce,Orianna
Xin Zhao,Senna,Ezreal,Thresh,Lee Sin,Renekton,Diana,Volibear,Nautilus,Sett,Nocturne,LeBlanc,Varus,Gwen,Kog'Maw,Kai'Sa,Akali,Jinx,Tahm Kench,Tristana
Diana,Ziggs,LeBlanc,Twisted Fate,Olaf,Galio,Xin Zhao,Viego,Ryze,Varus,Malzahar,Gwen,Jayce,Kalista,Renekton,Ashe,Braum,Rakan,Akali,Ezreal
Diana,Olaf,LeBlanc,Xin Zhao,Sylas,Twisted Fate,Lee Sin,Viego,Ziggs,Varus,Leona,Jayce,Dr. Mundo,Nautilus,Lucian,Alistar,Trundle,Gragas,Orianna,Ryze
Camille,Zoe,Olaf,Taliyah,Pantheon,Gnar,Renekton,Kai'Sa,Udyr,Samira,Twisted Fate,Gangplank,Nidalee,Orianna,Lillia,Syndra,Rell,Alistar,Kindred,Azir
Lillia,Pantheon,Taliyah,Olaf,Kai'Sa,Seraphine,Udyr,Renekton,Nidalee,Gnar,Tristana,Rell,Alistar,Gangplank,Leona,Jayce,Samira,Gragas,Azir,Camille
Seraphine,Udyr,Tristana,Gragas,Lillia,Rell,Olaf,Senna,Graves,Orianna,Renekton,Tahm Kench,Jinx,Azir,Ezreal,Gnar,Syndra,Varus,Neeko,Sion
Camille,Nidalee,Olaf,Pantheon,Twisted Fate,Gnar,Renekton,Kai'Sa,Taliyah,Lillia,Alistar,Leona,Samira,Jayce,Tristana,Ornn,Gangplank,Xayah,Akali,Ryze
Renekton,Seraphine,Kalista,Rell,Azir,Lillia,Udyr,Nidalee,Syndra,Kai'Sa,Orianna,Aphelios,Jayce,Nautilus,Alistar,Irelia,Leona,Gnar,Gragas,Camille
Varus,Jayce,Aphelios,Renekton,Gnar,Lucian,Ryze,Lee Sin,Kalista,Leona,Ezreal,LeBlanc,Xin Zhao,Rakan,Viego,Kennen,Gragas,Camille,Trundle,Sett
Karma,Rumble,Lulu,Sett,Lee Sin,Nocturne,Renekton,Varus,Udyr,Nidalee,Jhin,Aatrox,Lucian,Thresh,Twisted Fate,Akali,Nautilus,Leona,Zoe,LeBlanc
Samira,Olaf,Tristana,Zoe,Azir,Thresh,Kai'Sa,Orianna,Udyr,Dr. Mundo,Seraphine,Xayah,Gnar,Rell,Sion,Renekton,Gragas,Viktor,Camille,Aatrox
Akali,LeBlanc,Camille,Viego,Ziggs,Thresh,Xin Zhao,Lee Sin,Gwen,Aphelios,Lulu,Varus,Jayce,Ryze,Braum,Rakan,Leona,Kennen,Galio,Orianna
Xin Zhao,Varus,Kalista,LeBlanc,Viego,Gwen,Thresh,Tristana,Dr. Mundo,Diana,Lucian,Irelia,Aphelios,Sett,Ashe,Braum,Alistar,Vayne,Gragas,Karthus
Renekton,Twisted Fate,Kalista,Taliyah,Graves,Pantheon,Kai'Sa,Camille,Olaf,Gnar,Lillia,Jhin,Leona,Maokai,Alistar,Orianna,Sett,Rell,Yone,Syndra
Twisted Fate,Orianna,Hecarim,Thresh,Gragas,Lillia,Udyr,Kai'Sa,Zoe,Viktor,Tristana,Alistar,Irelia,Nocturne,Jayce,Nidalee,Gnar,Rell,Renekton,Taliyah
Gnar,Kalista,Rell,Taliyah,Seraphine,Yone,Kai'Sa,Xayah,Udyr,Azir,Renekton,Syndra,Nidalee,Gangplank,Lillia,Thresh,Volibear,Olaf,Jarvan IV,Rakan
Renekton,Gragas,Thresh,Jayce,Lillia,Hecarim,Orianna,Tristana,Udyr,Olaf,Alistar,Rell,Kai'Sa,Gnar,Kalista,Aatrox,Sion,Vayne,Gangplank,Azir
Nocturne,Volibear,Akali,Thresh,Varus,Kalista,Viego,Kai'Sa,Xin Zhao,Kog'Maw,Lulu,Nautilus,Nidalee,Karma,Diana,Galio,Orianna,Trundle,Sylas,Jayce
Senna,Renekton,Yone,Udyr,Thresh,Olaf,Seraphine,Rell,Kai'Sa,Alistar,Azir,Hecarim,Graves,Sylas,Kindred,Syndra,Orianna,Jarvan IV,Gnar,Gangplank
Akali,Samira,Leona,Kai'Sa,Twisted Fate,Zoe,Lillia,Graves,Jhin,Renekton,Xayah,Syndra,Rakan,Ornn,Yone,Thresh,Gragas,Nautilus,Orianna,Alistar
LeBlanc,Karma,Sett,Akali,Xin Zhao,Renekton,Viego,Lee Sin,Rumble,Thresh,Aphelios,Varus,Diana,Nautilus,Volibear,Nocturne,Leona,Gwen,Gragas,Ryze
Diana,Varus,Nocturne,Viego,Olaf,Xin Zhao,Lee Sin,Renekton,Ziggs,Jayce,Leona,Alistar,Kalista,Volibear,Twisted Fate,Trundle,Rumble,LeBlanc,Ezreal,Lucian
Senna,Lee Sin,Udyr,Renekton,Nocturne,Rumble,Sett,Ezreal,Viego,Kai'Sa,Leona,LeBlanc,Diana,Jayce,,Gnar,Karma,Ekko,Lucian,Wukong
Zoe,Hecarim,Gnar,Tristana,Lillia,,Thresh,Seraphine,Olaf,Udyr,Aphelios,Renekton,Gangplank,Varus,Jayce,Alistar,Ashe,Orianna,Quinn,Karma
Twisted Fate,Akali,Olaf,Taliyah,Pantheon,Syndra,Nidalee,Aphelios,Thresh,Samira,Yone,Azir,Rell,Graves,Ornn,Jayce,Renekton,Alistar,Volibear,Lillia
Thresh,Nidalee,Rumble,Lucian,Rell,Zoe,Kai'Sa,Udyr,Azir,Lillia,Renekton,Xayah,Leona,Gnar,Gragas,Sion,Alistar,Rakan,Corki,Aatrox
Ziggs,Nocturne,Varus,Xin Zhao,Diana,Ryze,Viego,Lucian,Rumble,Aphelios,Thresh,Jayce,Wukong,Kalista,Irelia,Leona,Lulu,Azir,Lee Sin,Kog'Maw
Renekton,Nocturne,Ziggs,Xin Zhao,Jayce,Thresh,Diana,Viego,Kalista,Gnar,Lucian,Ryze,Nautilus,Volibear,Alistar,Sylas,Leona,Ashe,Braum,Akali
Graves,Udyr,Kalista,Gangplank,Azir,Twisted Fate,Kai'Sa,Rell,Orianna,Alistar,Jarvan IV,Samira,Syndra,Aatrox,Zoe,Lillia,Olaf,Gnar,Viktor,Jayce
Viego,Lee Sin,Renekton,Xin Zhao,Camille,Thresh,Olaf,Gwen,Trundle,Jayce,LeBlanc,Lissandra,Aphelios,Varus,Ziggs,Rakan,Ashe,Ezreal,Braum,Graves
Viego,Xin Zhao,Diana,Lee Sin,Nocturne,Gwen,Kalista,Renekton,Volibear,Braum,Akali,LeBlanc,Rek'Sai,Thresh,Gangplank,Rakan,Kai'Sa,Trundle,Ryze,Rell
LeBlanc,Kalista,Varus,Nocturne,Thresh,Xin Zhao,Gwen,Ezreal,Diana,Viego,Akali,Lee Sin,Tristana,Twisted Fate,Nautilus,Galio,Lulu,Aphelios,Leona,Alistar
Seraphine,Kalista,Thresh,Twisted Fate,Lillia,Udyr,Rell,Azir,Tristana,Hecarim,Orianna,Alistar,Sion,Graves,Vayne,Olaf,Gnar,Renekton,Jhin,Skarner
Thresh,Seraphine,Ezreal,Hecarim,Lillia,Udyr,Nidalee,Rell,Lee Sin,Renekton,Xayah,Samira,Alistar,Gnar,Rakan,Syndra,Gragas,Zoe,Leona,Viktor
Senna,Udyr,Twisted Fate,Kai'Sa,Thresh,Rell,Skarner,Jhin,Jarvan IV,Xayah,Renekton,Gragas,Rakan,Tahm Kench,Azir,Sylas,Alistar,Leona,Corki,Ryze
Camille,Twisted Fate,Thresh,Udyr,Olaf,Kalista,Rell,Kai'Sa,Azir,Skarner,Xayah,Alistar,Renekton,Gangplank,Syndra,Jarvan IV,Gragas,Gnar,Corki,Irelia
Seraphine,Olaf,Gnar,Rell,Taliyah,Xayah,Kai'Sa,Pantheon,Samira,Udyr,Gragas,Renekton,Ornn,Lillia,Azir,Nautilus,Rakan,Alistar,Orianna,Syndra
Viego,Camille,Nocturne,Ziggs,Varus,Akali,Gwen,Aphelios,Lee Sin,Xin Zhao,Twisted Fate,Renekton,Rakan,Kennen,Draven,Galio,Thresh,Jinx,Braum,Sylas
Seraphine,Nidalee,Gragas,Samira,Thresh,Rell,Udyr,Gnar,Orianna,Azir,Kai'Sa,Lillia,Jayce,Tristana,Camille,Aphelios,Kalista,Gangplank,Alistar,Rakan
Ezreal,Renekton,Thresh,Ziggs,Viego,Zoe,Xin Zhao,Sylas,Olaf,Camille,Akali,Gwen,Varus,Alistar,Trundle,Aphelios,Ashe,Jhin,Leona,Tahm Kench
Akali,Nocturne,Sett,Lulu,Karma,Jayce,Rumble,Gwen,Lee Sin,Xin Zhao,Orianna,Nautilus,Leona,Sylas,Thresh,LeBlanc,Gragas,Braum,Ezreal,Tristana
Rumble,Renekton,Viego,Karma,Varus,Ezreal,Lulu,Lee Sin,Senna,Kog'Maw,Nocturne,Tahm Kench,Xin Zhao,Akali,Nidalee,Ryze,Diana,Sett,Orianna,Gnar
